Tournament_Season,Round,Match_ID
tournament_17_season_76986,36,14023929
tournament_17_season_76986,36,14023937
tournament_17_season_76986,36,14023948
tournament_17_season_76986,36,14024024
tournament_17_season_76986,36,14023946
tournament_17_season_76986,36,14023943
tournament_17_season_76986,36,14023938
tournament_17_season_76986,36,14023944
tournament_17_season_76986,36,14023942
tournament_17_season_76986,37,14023950
tournament_17_season_76986,37,14023928
tournament_17_season_76986,37,14023936
tournament_17_season_76986,37,14023953
tournament_17_season_76986,37,14023952
tournament_17_season_76986,37,14023955
tournament_17_season_76986,37,14023954
tournament_17_season_76986,37,14023956
tournament_17_season_76986,37,14023957
tournament_17_season_76986,37,14023958
tournament_17_season_76986,38,14023959
tournament_17_season_76986,38,14023960
tournament_17_season_76986,38,14023963
tournament_17_season_76986,38,14023965
tournament_17_season_76986,38,14023962
tournament_17_season_76986,38,14023961
tournament_17_season_76986,38,14023964
tournament_17_season_76986,38,14023966
tournament_17_season_76986,38,14023967
tournament_17_season_76986,38,14023968
tournament_17_season_61627,1,12436870
tournament_17_season_61627,1,12436871
tournament_17_season_61627,1,12436872
tournament_17_season_61627,1,12436873
tournament_17_season_61627,1,12436874
tournament_17_season_61627,1,12436875
tournament_17_season_61627,1,12436877
tournament_17_season_61627,1,12436879
tournament_17_season_61627,1,12436880
tournament_17_season_61627,1,12436881
tournament_17_season_61627,2,12436888
tournament_17_season_61627,2,12436892
tournament_17_season_61627,2,12436894
tournament_17_season_61627,2,12436898
tournament_17_season_61627,2,12436900
tournament_17_season_61627,2,12436902
tournament_17_season_61627,2,12436886
tournament_17_season_61627,2,12436884
tournament_17_season_61627,2,12436904
tournament_17_season_61627,2,12436896
tournament_17_season_61627,3,12436906
tournament_17_season_61627,3,12436908
tournament_17_season_61627,3,12436912
tournament_17_season_61627,3,12436915
tournament_17_season_61627,3,12436918
tournament_17_season_61627,3,12436926
tournament_17_season_61627,3,12436927
tournament_17_season_61627,3,12436910
tournament_17_season_61627,3,12436923
tournament_17_season_61627,3,12436920
tournament_17_season_61627,4,12436949
tournament_17_season_61627,4,12436936
tournament_17_season_61627,4,12436938
tournament_17_season_61627,4,12436941
tournament_17_season_61627,4,12436944
tournament_17_season_61627,4,12436946
tournament_17_season_61627,4,12436933
tournament_17_season_61627,4,12436931
tournament_17_season_61627,4,12436951
tournament_17_season_61627,4,12436954
tournament_17_season_61627,5,12436980
tournament_17_season_61627,5,12436957
tournament_17_season_61627,5,12436964
tournament_17_season_61627,5,12436967
tournament_17_season_61627,5,12436969
tournament_17_season_61627,5,12436973
tournament_17_season_61627,5,12436977
tournament_17_season_61627,5,12436962
tournament_17_season_61627,5,12436959
tournament_17_season_61627,5,12436971
tournament_17_season_61627,6,12436999
tournament_17_season_61627,6,12436985
tournament_17_season_61627,6,12436987
tournament_17_season_61627,6,12436989
tournament_17_season_61627,6,12436992
tournament_17_season_61627,6,12437001
tournament_17_season_61627,6,12437002
tournament_17_season_61627,6,12436993
tournament_17_season_61627,6,12436995
tournament_17_season_61627,6,12436982
tournament_17_season_61627,7,12437015
tournament_17_season_61627,7,12437004
tournament_17_season_61627,7,12437008
tournament_17_season_61627,7,12437020
tournament_17_season_61627,7,12437022
tournament_17_season_61627,7,12437024
tournament_17_season_61627,7,12437018
tournament_17_season_61627,7,12437006
tournament_17_season_61627,7,12437013
tournament_17_season_61627,7,12437011
tournament_17_season_61627,8,12437038
tournament_17_season_61627,8,12437028
tournament_17_season_61627,8,12437034
tournament_17_season_61627,8,12437035
tournament_17_season_61627,8,12437037
tournament_17_season_61627,8,12437030
tournament_17_season_61627,8,12437026
tournament_17_season_61627,8,12437039
tournament_17_season_61627,8,12437032
tournament_17_season_61627,8,12437036
tournament_17_season_61627,9,12437048
tournament_17_season_61627,9,12437041
tournament_17_season_61627,9,12437043
tournament_17_season_61627,9,12437044
tournament_17_season_61627,9,12437049
tournament_17_season_61627,9,12437047
tournament_17_season_61627,9,12437045
tournament_17_season_61627,9,12437046
tournament_17_season_61627,9,12437050
tournament_17_season_61627,9,12437040
tournament_17_season_61627,10,12437056
tournament_17_season_61627,10,12437051
tournament_17_season_61627,10,12437053
tournament_17_season_61627,10,12437054
tournament_17_season_61627,10,12437057
tournament_17_season_61627,10,12437058
tournament_17_season_61627,10,12437060
tournament_17_season_61627,10,12437059
tournament_17_season_61627,10,12437055
tournament_17_season_61627,10,12437052
tournament_17_season_61627,11,12436876
tournament_17_season_61627,11,12436483
tournament_17_season_61627,11,12436486
tournament_17_season_61627,11,12436485
tournament_17_season_61627,11,12436882
tournament_17_season_61627,11,12436484
tournament_17_season_61627,11,12436494
tournament_17_season_61627,11,12436487
tournament_17_season_61627,11,12436492
tournament_17_season_61627,11,12436890
tournament_17_season_61627,12,12436495
tournament_17_season_61627,12,12436489
tournament_17_season_61627,12,12436493
tournament_17_season_61627,12,12436491
tournament_17_season_61627,12,12436488
tournament_17_season_61627,12,12436490
tournament_17_season_61627,12,12436499
tournament_17_season_61627,12,12436506
tournament_17_season_61627,12,12436497
tournament_17_season_61627,12,12436496
tournament_17_season_61627,13,12436501
tournament_17_season_61627,13,12436500
tournament_17_season_61627,13,12436502
tournament_17_season_61627,13,12436503
tournament_17_season_61627,13,12436922
tournament_17_season_61627,13,12436914
tournament_17_season_61627,13,12436498
tournament_17_season_61627,13,12436505
tournament_17_season_61627,13,12436507
tournament_17_season_61627,13,12436504
tournament_17_season_61627,14,12436961
tournament_17_season_61627,14,12436966
tournament_17_season_61627,14,12436947
tournament_17_season_61627,14,12436972
tournament_17_season_61627,14,12436978
tournament_17_season_61627,14,12436984
tournament_17_season_61627,14,12436935
tournament_17_season_61627,14,12436942
tournament_17_season_61627,14,12436955
tournament_17_season_61627,14,13015216
tournament_17_season_61627,15,12436452
tournament_17_season_61627,15,12436990
tournament_17_season_61627,15,12436450
tournament_17_season_61627,15,12436445
tournament_17_season_61627,15,12436449
tournament_17_season_61627,15,12436459
tournament_17_season_61627,15,12436462
tournament_17_season_61627,15,12436444
tournament_17_season_61627,15,12436441
tournament_17_season_61627,15,12436454
tournament_17_season_61627,15,13344418
tournament_17_season_61627,16,12436438
tournament_17_season_61627,16,12436446
tournament_17_season_61627,16,12436460
tournament_17_season_61627,16,12436456
tournament_17_season_61627,16,12436447
tournament_17_season_61627,16,12436457
tournament_17_season_61627,16,12436451
tournament_17_season_61627,16,12436461
tournament_17_season_61627,16,12436458
tournament_17_season_61627,16,12436465
tournament_17_season_61627,17,12436453
tournament_17_season_61627,17,12436463
tournament_17_season_61627,17,12436467
tournament_17_season_61627,17,12436478
tournament_17_season_61627,17,12436464
tournament_17_season_61627,17,12436466
tournament_17_season_61627,17,12436468
tournament_17_season_61627,17,12436469
tournament_17_season_61627,17,12436470
tournament_17_season_61627,17,12436471
tournament_17_season_61627,18,12436481
tournament_17_season_61627,18,12436476
tournament_17_season_61627,18,12436473
tournament_17_season_61627,18,12436477
tournament_17_season_61627,18,12436479
tournament_17_season_61627,18,12436480
tournament_17_season_61627,18,12436482
tournament_17_season_61627,18,12436474
tournament_17_season_61627,18,12436475
tournament_17_season_61627,18,12436472
tournament_17_season_61627,19,12436512
tournament_17_season_61627,19,12436532
tournament_17_season_61627,19,12436517
tournament_17_season_61627,19,12436515
tournament_17_season_61627,19,12436521
tournament_17_season_61627,19,12436513
tournament_17_season_61627,19,12436530
tournament_17_season_61627,19,12436510
tournament_17_season_61627,19,12436522
tournament_17_season_61627,19,12436410
tournament_17_season_61627,20,12436519
tournament_17_season_61627,20,12436523
tournament_17_season_61627,20,12436518
tournament_17_season_61627,20,12436419
tournament_17_season_61627,20,12436508
tournament_17_season_61627,20,12436520
tournament_17_season_61627,20,12436528
tournament_17_season_61627,20,12436525
tournament_17_season_61627,20,12436514
tournament_17_season_61627,20,12436437
tournament_17_season_61627,21,12436436
tournament_17_season_61627,21,12436531
tournament_17_season_61627,21,12436509
tournament_17_season_61627,21,12436526
tournament_17_season_61627,21,12436434
tournament_17_season_61627,21,12436527
tournament_17_season_61627,21,12436529
tournament_17_season_61627,21,12436511
tournament_17_season_61627,21,12436524
tournament_17_season_61627,21,12436516
tournament_17_season_61627,22,12436885
tournament_17_season_61627,22,12436440
tournament_17_season_61627,22,12436442
tournament_17_season_61627,22,12436889
tournament_17_season_61627,22,12436443
tournament_17_season_61627,22,12436448
tournament_17_season_61627,22,12436883
tournament_17_season_61627,22,12436887
tournament_17_season_61627,22,12436439
tournament_17_season_61627,22,12436455
tournament_17_season_61627,23,12436891
tournament_17_season_61627,23,12436895
tournament_17_season_61627,23,12436901
tournament_17_season_61627,23,12436905
tournament_17_season_61627,23,12436909
tournament_17_season_61627,23,12436903
tournament_17_season_61627,23,12436897
tournament_17_season_61627,23,12436907
tournament_17_season_61627,23,12436893
tournament_17_season_61627,23,12436899
tournament_17_season_61627,24,12436930
tournament_17_season_61627,24,12436911
tournament_17_season_61627,24,12436921
tournament_17_season_61627,24,12436924
tournament_17_season_61627,24,12436928
tournament_17_season_61627,24,12436932
tournament_17_season_61627,24,12436916
tournament_17_season_61627,24,12436925
tournament_17_season_61627,24,12436913
tournament_17_season_61627,24,12436919
tournament_17_season_61627,25,12436937
tournament_17_season_61627,25,12436943
tournament_17_season_61627,25,12436934
tournament_17_season_61627,25,12436940
tournament_17_season_61627,25,12436948
tournament_17_season_61627,25,12436950
tournament_17_season_61627,25,12436956
tournament_17_season_61627,25,12436939
tournament_17_season_61627,25,12436945
tournament_17_season_61627,25,12436952
tournament_17_season_61627,26,12436623
tournament_17_season_61627,26,12436625
tournament_17_season_61627,26,12436960
tournament_17_season_61627,26,12436958
tournament_17_season_61627,26,12436624
tournament_17_season_61627,26,12436629
tournament_17_season_61627,26,12436965
tournament_17_season_61627,26,12436621
tournament_17_season_61627,26,12436963
tournament_17_season_61627,26,12436627
tournament_17_season_61627,27,12436970
tournament_17_season_61627,27,12436983
tournament_17_season_61627,27,12436981
tournament_17_season_61627,27,12436986
tournament_17_season_61627,27,12436968
tournament_17_season_61627,27,12436991
tournament_17_season_61627,27,12436974
tournament_17_season_61627,27,12436975
tournament_17_season_61627,27,12436988
tournament_17_season_61627,27,13365051
tournament_17_season_61627,28,12437007
tournament_17_season_61627,28,12436996
tournament_17_season_61627,28,12437000
tournament_17_season_61627,28,12437003
tournament_17_season_61627,28,12436994
tournament_17_season_61627,28,12437012
tournament_17_season_61627,28,12436998
tournament_17_season_61627,28,12437009
tournament_17_season_61627,28,12437005
tournament_17_season_61627,28,12437010
tournament_17_season_61627,29,12437019
tournament_17_season_61627,29,12437021
tournament_17_season_61627,29,12437025
tournament_17_season_61627,29,12437029
tournament_17_season_61627,29,12436578
tournament_17_season_61627,29,12437014
tournament_17_season_61627,29,12437017
tournament_17_season_61627,29,12437023
tournament_17_season_61627,29,12437027
tournament_17_season_61627,29,12437031
tournament_17_season_61627,30,12436580
tournament_17_season_61627,30,12436599
tournament_17_season_61627,30,12436591
tournament_17_season_61627,30,12436576
tournament_17_season_61627,30,12436584
tournament_17_season_61627,30,12436594
tournament_17_season_61627,30,12436600
tournament_17_season_61627,30,12436588
tournament_17_season_61627,30,12436593
tournament_17_season_61627,30,12436587
tournament_17_season_61627,31,12436596
tournament_17_season_61627,31,12436595
tournament_17_season_61627,31,12436601
tournament_17_season_61627,31,12436604
tournament_17_season_61627,31,12436597
tournament_17_season_61627,31,12436589
tournament_17_season_61627,31,12436598
tournament_17_season_61627,31,12436606
tournament_17_season_61627,31,12436602
tournament_17_season_61627,31,13560219
tournament_17_season_61627,32,12436610
tournament_17_season_61627,32,12436607
tournament_17_season_61627,32,12436613
tournament_17_season_61627,32,12436614
tournament_17_season_61627,32,12436608
tournament_17_season_61627,32,12436609
tournament_17_season_61627,32,12436612
tournament_17_season_61627,32,12436617
tournament_17_season_61627,32,12436611
tournament_17_season_61627,32,13560222
tournament_17_season_61627,33,12436619
tournament_17_season_61627,33,12436616
tournament_17_season_61627,33,12436628
tournament_17_season_61627,33,12436554
tournament_17_season_61627,33,12436615
tournament_17_season_61627,33,12436618
tournament_17_season_61627,33,12436620
tournament_17_season_61627,33,12436622
tournament_17_season_61627,33,12436626
tournament_17_season_61627,33,12436537
tournament_17_season_61627,34,12436551
tournament_17_season_61627,34,12436547
tournament_17_season_61627,34,12436550
tournament_17_season_61627,34,12436546
tournament_17_season_61627,34,12436545
tournament_17_season_61627,34,12436539
tournament_17_season_61627,34,12436558
tournament_17_season_61627,34,12436535
tournament_17_season_61627,34,12436544
tournament_17_season_61627,34,12436552
tournament_17_season_61627,35,12436562
tournament_17_season_61627,35,12436553
tournament_17_season_61627,35,12436572
tournament_17_season_61627,35,12436571
tournament_17_season_61627,35,12436543
tournament_17_season_61627,35,12436560
tournament_17_season_61627,35,12436567
tournament_17_season_61627,35,12436565
tournament_17_season_61627,35,12436563
tournament_17_season_61627,35,12436561
tournament_17_season_61627,36,12436566
tournament_17_season_61627,36,12436564
tournament_17_season_61627,36,12436575
tournament_17_season_61627,36,12436581
tournament_17_season_61627,36,12436570
tournament_17_season_61627,36,12436573
tournament_17_season_61627,36,12436569
tournament_17_season_61627,36,12436574
tournament_17_season_61627,36,12436583
tournament_17_season_61627,36,12436568
tournament_17_season_61627,37,12436577
tournament_17_season_61627,37,12436582
tournament_17_season_61627,37,12436579
tournament_17_season_61627,37,12436533
tournament_17_season_61627,37,12436586
tournament_17_season_61627,37,12436534
tournament_17_season_61627,37,12436585
tournament_17_season_61627,37,12436590
tournament_17_season_61627,37,12436592
tournament_17_season_61627,37,13854588
tournament_17_season_61627,38,12436536
tournament_17_season_61627,38,12436559
tournament_17_season_61627,38,12436538
tournament_17_season_61627,38,12436548
tournament_17_season_61627,38,12436540
tournament_17_season_61627,38,12436541
tournament_17_season_61627,38,12436556
tournament_17_season_61627,38,12436549
tournament_17_season_61627,38,12436557
tournament_17_season_61627,38,12436542
tournament_17_season_52186,1,11352303
tournament_17_season_52186,1,11352251
tournament_17_season_52186,1,11352250
tournament_17_season_52186,1,11352252
tournament_17_season_52186,1,11352253
tournament_17_season_52186,1,11352254
tournament_17_season_52186,1,11352255
tournament_17_season_52186,1,11352309
tournament_17_season_52186,1,11352316
tournament_17_season_52186,1,11352327
tournament_17_season_52186,2,11352399
tournament_17_season_52186,2,11352358
tournament_17_season_52186,2,11352367
tournament_17_season_52186,2,11352428
tournament_17_season_52186,2,11352407
tournament_17_season_52186,2,11352389
tournament_17_season_52186,2,11352337
tournament_17_season_52186,2,11352418
tournament_17_season_52186,2,11352346
tournament_17_season_52186,2,11626262
tournament_17_season_52186,3,11352484
tournament_17_season_52186,3,11352437
tournament_17_season_52186,3,11352447
tournament_17_season_52186,3,11352456
tournament_17_season_52186,3,11352495
tournament_17_season_52186,3,11352504
tournament_17_season_52186,3,11352466
tournament_17_season_52186,3,11352475
tournament_17_season_52186,3,11352524
tournament_17_season_52186,3,11352515
tournament_17_season_52186,4,11352590
tournament_17_season_52186,4,11352597
tournament_17_season_52186,4,11352543
tournament_17_season_52186,4,11352561
tournament_17_season_52186,4,11352570
tournament_17_season_52186,4,11352594
tournament_17_season_52186,4,11352551
tournament_17_season_52186,4,11352578
tournament_17_season_52186,4,11352584
tournament_17_season_52186,4,11352534
tournament_17_season_52186,5,11352626
tournament_17_season_52186,5,11352602
tournament_17_season_52186,5,11352608
tournament_17_season_52186,5,11352611
tournament_17_season_52186,5,11352621
tournament_17_season_52186,5,11352625
tournament_17_season_52186,5,11352615
tournament_17_season_52186,5,11352600
tournament_17_season_52186,5,11352605
tournament_17_season_52186,5,11352618
tournament_17_season_52186,6,11352632
tournament_17_season_52186,6,11352634
tournament_17_season_52186,6,11352635
tournament_17_season_52186,6,11352628
tournament_17_season_52186,6,11352630
tournament_17_season_52186,6,11352627
tournament_17_season_52186,6,11352629
